ticker,sector,date,open,high,low,close,volume
XLC,Communication Services,2018-06-19,49.56893440336633,49.92798563808975,49.44925192667097,49.8282470703125,16600
XLC,Communication Services,2018-06-20,50.316955079740794,50.754796536352615,50.316955079740794,50.44661331176758,190000
XLC,Communication Services,2018-06-21,50.63611353504903,50.71590058650322,50.06761700162721,50.13743209838867,428700
XLC,Communication Services,2018-06-22,50.45658825125218,50.47653596540862,50.05764157739825,50.35685348510742,181500
XLC,Communication Services,2018-06-25,50.097537168353625,50.097537168353625,48.88574111303721,49.31959533691406,2509600
XLC,Communication Services,2018-06-26,49.588882575180975,49.64872191176297,49.219855577950916,49.4013786315918,104000
XLC,Communication Services,2018-06-27,49.68861870059121,49.86814432453052,48.970516204833984,48.970516204833984,144900
XLC,Communication Services,2018-06-28,48.97051522231209,49.65869803515121,48.840860789008616,49.459224700927734,336500
XLC,Communication Services,2018-06-29,49.66866815076011,49.70856357705513,49.289669210231935,49.39937973022461,152300
XLC,Communication Services,2018-07-02,48.980490331982786,49.70856475830078,48.8109366685184,49.70856475830078,321300
XLC,Communication Services,2018-07-03,49.86814382160452,49.86814382160452,49.0592817070164,49.10017395019531,97500
XLC,Communication Services,2018-07-05,49.45922322473869,49.868141835605165,49.199910561233956,49.84819412231445,324900
XLC,Communication Services,2018-07-06,50.00777255404777,50.68199233465344,49.798327269231216,50.636112213134766,199800
XLC,Communication Services,2018-07-09,51.06498038412417,51.06498038412417,50.51643155925561,50.925350189208984,118100
XLC,Communication Services,2018-07-10,51.07495035885636,51.07495035885636,50.73584683950685,50.90440368652344,1153200
XLC,Communication Services,2018-07-11,50.56629811720837,51.094899219227926,50.51643073478646,50.83558654785156,227500
XLC,Communication Services,2018-07-12,51.1647144907508,51.63347625732422,51.0051365836718,51.63347625732422,361400
XLC,Communication Services,2018-07-13,51.643447043109255,51.66339475662232,51.31332246675699,51.55368423461914,80100
XLC,Communication Services,2018-07-16,51.643448210244834,51.643448210244834,51.31432044143438,51.404083251953125,200700
XLC,Communication Services,2018-07-17,50.67600848195247,51.54371310820461,50.58624567202036,51.41405487060547,172600
XLC,Communication Services,2018-07-18,51.45395146670491,51.463923421529415,51.09490021882302,51.26445388793945,147800
XLC,Communication Services,2018-07-19,51.29437021415309,51.334265640126056,50.87148859089647,50.905399322509766,258400
XLC,Communication Services,2018-07-20,50.91537309178561,51.05101602307438,50.705927804916804,50.73584747314453,158400
XLC,Communication Services,2018-07-23,50.795691288810794,50.96524115053604,50.51643090261043,50.94529724121094,94800
XLC,Communication Services,2018-07-24,51.97257927222894,51.97257927222894,51.02508379377484,51.304344177246094,211200
XLC,Communication Services,2018-07-25,51.394106177616855,51.73819757657392,51.2445040336718,51.673370361328125,604300
XLC,Communication Services,2018-07-26,49.61880217845417,49.88809060663241,49.43927655966867,49.72452163696289,833400
XLC,Communication Services,2018-07-27,49.638749971334946,49.698593112571345,48.509735244875735,48.7810173034668,1111200
XLC,Communication Services,2018-07-30,48.89072662468272,48.89072662468272,47.742761027694485,48.01304626464844,251300
XLC,Communication Services,2018-07-31,48.242440102480685,48.641386765272394,48.01304710299853,48.33220291137695,1211400
XLC,Communication Services,2018-08-01,48.431940469835574,48.6503608906599,47.99210157402105,48.132728576660156,1250400
XLC,Communication Services,2018-08-02,47.963179567960466,48.531676087606776,47.773681996290804,48.45188903808594,190700
XLC,Communication Services,2018-08-03,47.96318006308958,48.80096501721226,47.96318006308958,48.7810173034668,117200
XLC,Communication Services,2018-08-06,48.781016334101594,49.27969775391643,48.691253526349435,49.26972579956055,110200
XLC,Communication Services,2018-08-07,49.548988005866995,49.66767367073256,49.28967152739586,49.329566955566406,128800
XLC,Communication Services,2018-08-08,49.41932726954938,49.46919464992413,49.227836072353874,49.289669036865234,114200
XLC,Communication Services,2018-08-09,49.32956695591139,49.7534454174735,49.32956695591139,49.5589599609375,306400
XLC,Communication Services,2018-08-10,49.39938072104345,49.39938072104345,49.020385577550904,49.14006805419922,177600
XLC,Communication Services,2018-08-13,49.19990969663626,49.47917006852423,49.040327993114886,49.07025146484375,261000
XLC,Communication Services,2018-08-14,49.30961626370162,49.49911763374914,48.98048851276401,49.41932678222656,189800
XLC,Communication Services,2018-08-15,49.110146701239806,49.16998603519222,48.36212458973697,48.73114776611328,555100
XLC,Communication Services,2018-08-16,49.06027618236032,49.10515948807076,48.63140986157599,48.71120071411133,177600
XLC,Communication Services,2018-08-17,48.53167508924459,48.681281035394896,48.27236242783961,48.481807708740234,226900
XLC,Communication Services,2018-08-20,48.721173820956615,48.721173820956615,48.2434369233156,48.56159591674805,145800
XLC,Communication Services,2018-08-21,48.82091389772748,49.10017428756329,48.68128370280958,48.860809326171875,384900
XLC,Communication Services,2018-08-22,48.721173501568856,48.90069911820629,48.62143873883131,48.80096435546875,501900
XLC,Communication Services,2018-08-23,48.751095966403206,49.04032829421852,48.59151806653925,48.60149002075195,283700
XLC,Communication Services,2018-08-24,48.83088617300218,49.30961990356445,48.75109912022721,49.30961990356445,330900
XLC,Communication Services,2018-08-27,49.61880310353755,49.8870947217277,49.53003710747995,49.788352966308594,299200
